"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
-1.000000, 0.122412, 1265.136505, 1, 1266.136505, activation=''tanh'', batch_size=''50'', batchnorm=''True'', channel_1='4', dropout=''False'', kernel_1=''7'', learning_rate='0.0016662497908401205', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='2', padding_1='1', stride_1='2', amsgrad=''True'', fc_1='545'
-1.000000, 0.066561, 4590.063753, 7, 4591.063753, activation=''relu'', batch_size=''100'', batchnorm=''False'', channel_1='11', dropout=''True'', kernel_1=''7'', learning_rate='0.0007698131728763621', model_optimizer=''adam'', n_conv_layer='2', n_fc_layer='2', padding_1='3', stride_1='1', amsgrad=''True'', channel_2=''3'', fc_1='502', kernel_2=''3'', maxpool_1=''False'', padding_2='0', stride_2='2'
-1.000000, 0.066561, 11632.198646, 7, 11633.198646, activation=''relu'', batch_size=''100'', batchnorm=''False'', channel_1='11', dropout=''True'', kernel_1=''7'', learning_rate='0.0007698131728763621', model_optimizer=''adam'', n_conv_layer='2', n_fc_layer='2', padding_1='3', stride_1='1', amsgrad=''True'', channel_2=''3'', fc_1='502', kernel_2=''3'', maxpool_1=''False'', padding_2='0', stride_2='2'
-1.000000, 0.122412, 1265.136505, 1, 1266.136505, activation=''tanh'', batch_size=''50'', batchnorm=''True'', channel_1='4', dropout=''False'', kernel_1=''7'', learning_rate='0.0016662497908401205', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='2', padding_1='1', stride_1='2', amsgrad=''True'', fc_1='545'
-1.000000, 0.066561, 4590.063753, 7, 4591.063753, activation=''relu'', batch_size=''100'', batchnorm=''False'', channel_1='11', dropout=''True'', kernel_1=''7'', learning_rate='0.0007698131728763621', model_optimizer=''adam'', n_conv_layer='2', n_fc_layer='2', padding_1='3', stride_1='1', amsgrad=''True'', channel_2=''3'', fc_1='502', kernel_2=''3'', maxpool_1=''False'', padding_2='0', stride_2='2'
-1.000000, 0.066561, 11632.198646, 7, 11633.198646, activation=''relu'', batch_size=''100'', batchnorm=''False'', channel_1='11', dropout=''True'', kernel_1=''7'', learning_rate='0.0007698131728763621', model_optimizer=''adam'', n_conv_layer='2', n_fc_layer='2', padding_1='3', stride_1='1', amsgrad=''True'', channel_2=''3'', fc_1='502', kernel_2=''3'', maxpool_1=''False'', padding_2='0', stride_2='2'
-1.000000, 0.122412, 1265.136505, 1, 1266.136505, activation=''tanh'', batch_size=''50'', batchnorm=''True'', channel_1='4', dropout=''False'', kernel_1=''7'', learning_rate='0.0016662497908401205', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='2', padding_1='1', stride_1='2', amsgrad=''True'', fc_1='545'
-1.000000, 0.066561, 4590.063753, 7, 4591.063753, activation=''relu'', batch_size=''100'', batchnorm=''False'', channel_1='11', dropout=''True'', kernel_1=''7'', learning_rate='0.0007698131728763621', model_optimizer=''adam'', n_conv_layer='2', n_fc_layer='2', padding_1='3', stride_1='1', amsgrad=''True'', channel_2=''3'', fc_1='502', kernel_2=''3'', maxpool_1=''False'', padding_2='0', stride_2='2'
-1.000000, 0.066561, 11632.198646, 7, 11633.198646, activation=''relu'', batch_size=''100'', batchnorm=''False'', channel_1='11', dropout=''True'', kernel_1=''7'', learning_rate='0.0007698131728763621', model_optimizer=''adam'', n_conv_layer='2', n_fc_layer='2', padding_1='3', stride_1='1', amsgrad=''True'', channel_2=''3'', fc_1='502', kernel_2=''3'', maxpool_1=''False'', padding_2='0', stride_2='2'
-1.000000, 0.122412, 1265.136505, 1, 1266.136505, activation=''tanh'', batch_size=''50'', batchnorm=''True'', channel_1='4', dropout=''False'', kernel_1=''7'', learning_rate='0.0016662497908401205', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='2', padding_1='1', stride_1='2', amsgrad=''True'', fc_1='545'
-1.000000, 0.066561, 4590.063753, 7, 4591.063753, activation=''relu'', batch_size=''100'', batchnorm=''False'', channel_1='11', dropout=''True'', kernel_1=''7'', learning_rate='0.0007698131728763621', model_optimizer=''adam'', n_conv_layer='2', n_fc_layer='2', padding_1='3', stride_1='1', amsgrad=''True'', channel_2=''3'', fc_1='502', kernel_2=''3'', maxpool_1=''False'', padding_2='0', stride_2='2'
-1.000000, 0.066561, 11632.198646, 7, 11633.198646, activation=''relu'', batch_size=''100'', batchnorm=''False'', channel_1='11', dropout=''True'', kernel_1=''7'', learning_rate='0.0007698131728763621', model_optimizer=''adam'', n_conv_layer='2', n_fc_layer='2', padding_1='3', stride_1='1', amsgrad=''True'', channel_2=''3'', fc_1='502', kernel_2=''3'', maxpool_1=''False'', padding_2='0', stride_2='2'
