"CPU Time Used","Estimated Training Performance","Wallclock Time","Incumbent ID","Automatic Configurator (CPU) Time","Configuration..."
-1.000000, 0.184935, 813.332153, 1, 814.332153, activation=''relu'', batch_size=''100'', batchnorm=''True'', channel_1='3', dropout=''True'', kernel_1=''7'', learning_rate='0.0009269255290278766', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='3', padding_1='3', stride_1='2', amsgrad=''False'', fc_1='87', fc_2='138'
-1.000000, 0.114314, 969.816202, 2, 970.816202, activation=''tanh'', batch_size=''50'', batchnorm=''True'', channel_1='4', dropout=''False'', kernel_1=''7'', learning_rate='0.0016662497908401205', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='2', padding_1='1', stride_1='2', amsgrad=''True'', fc_1='545'
-1.000000, 0.114314, 11632.198646, 2, 11633.198646, activation=''tanh'', batch_size=''50'', batchnorm=''True'', channel_1='4', dropout=''False'', kernel_1=''7'', learning_rate='0.0016662497908401205', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='2', padding_1='1', stride_1='2', amsgrad=''True'', fc_1='545'
-1.000000, 0.184935, 813.332153, 1, 814.332153, activation=''relu'', batch_size=''100'', batchnorm=''True'', channel_1='3', dropout=''True'', kernel_1=''7'', learning_rate='0.0009269255290278766', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='3', padding_1='3', stride_1='2', amsgrad=''False'', fc_1='87', fc_2='138'
-1.000000, 0.114314, 969.816202, 2, 970.816202, activation=''tanh'', batch_size=''50'', batchnorm=''True'', channel_1='4', dropout=''False'', kernel_1=''7'', learning_rate='0.0016662497908401205', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='2', padding_1='1', stride_1='2', amsgrad=''True'', fc_1='545'
-1.000000, 0.114314, 11632.198646, 2, 11633.198646, activation=''tanh'', batch_size=''50'', batchnorm=''True'', channel_1='4', dropout=''False'', kernel_1=''7'', learning_rate='0.0016662497908401205', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='2', padding_1='1', stride_1='2', amsgrad=''True'', fc_1='545'
-1.000000, 0.184935, 813.332153, 1, 814.332153, activation=''relu'', batch_size=''100'', batchnorm=''True'', channel_1='3', dropout=''True'', kernel_1=''7'', learning_rate='0.0009269255290278766', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='3', padding_1='3', stride_1='2', amsgrad=''False'', fc_1='87', fc_2='138'
-1.000000, 0.114314, 969.816202, 2, 970.816202, activation=''tanh'', batch_size=''50'', batchnorm=''True'', channel_1='4', dropout=''False'', kernel_1=''7'', learning_rate='0.0016662497908401205', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='2', padding_1='1', stride_1='2', amsgrad=''True'', fc_1='545'
-1.000000, 0.114314, 11632.198646, 2, 11633.198646, activation=''tanh'', batch_size=''50'', batchnorm=''True'', channel_1='4', dropout=''False'', kernel_1=''7'', learning_rate='0.0016662497908401205', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='2', padding_1='1', stride_1='2', amsgrad=''True'', fc_1='545'
-1.000000, 0.184935, 813.332153, 1, 814.332153, activation=''relu'', batch_size=''100'', batchnorm=''True'', channel_1='3', dropout=''True'', kernel_1=''7'', learning_rate='0.0009269255290278766', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='3', padding_1='3', stride_1='2', amsgrad=''False'', fc_1='87', fc_2='138'
-1.000000, 0.114314, 969.816202, 2, 970.816202, activation=''tanh'', batch_size=''50'', batchnorm=''True'', channel_1='4', dropout=''False'', kernel_1=''7'', learning_rate='0.0016662497908401205', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='2', padding_1='1', stride_1='2', amsgrad=''True'', fc_1='545'
-1.000000, 0.114314, 11632.198646, 2, 11633.198646, activation=''tanh'', batch_size=''50'', batchnorm=''True'', channel_1='4', dropout=''False'', kernel_1=''7'', learning_rate='0.0016662497908401205', model_optimizer=''adam'', n_conv_layer='1', n_fc_layer='2', padding_1='1', stride_1='2', amsgrad=''True'', fc_1='545'
